id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto
PROD-0398,Kit Panelinhas Infantil,Brinquedos,,Brinquedos do Brasil Ltda,6.49,265,False,2025-09-08,Nao Informado,Estoque Normal
PROD-0413,Bateria Musical Infantil,Brinquedos,456.0,Brinquedos do Brasil Ltda,4.15,44,False,2024-05-18,Alto,Estoque Normal
PROD-0419,Casinha de Bonecas,Brinquedos,371.0,Brinquedos do Brasil Ltda,3.71,327,True,2023-01-08,Alto,Estoque Normal
PROD-0429,Tapete de Atividades,Brinquedos,132.0,Brinquedos do Brasil Ltda,3.02,169,True,2019-05-26,Medio,Estoque Normal
PROD-0500,Suporte Veicular Magnetico,Automotivo,90.0,Automotivo Import,15.87,435,False,2024-05-28,Medio,Estoque Normal
PROD-0505,Kit Churrasco Eletrico,Casa,,Casa & Cia Distribuidora,7.57,368,False,2022-03-22,Nao Informado,Estoque Normal
PROD-0005,Notebook Intel Core i7,Eletrônicos,3364.0,TechBrasil Distribuidora,3.77,271,True,2018-12-02,Alto,Estoque Normal
PROD-0036,Pen Drive 128GB,Eletrônicos,151.0,Global Electronics Ltda,3.38,3,True,2018-08-27,Medio,Estoque Baixo
PROD-0083,Cueca Kit com 3,Vestuário,115.0,Moda Brasil Atacado,1.86,386,True,2025-06-02,Medio,Estoque Normal
PROD-0090,Pijama Adulto,Vestuário,174.0,TextilBrasil Distribuidora,0.25,380,False,2023-07-31,Medio,Estoque Normal
PROD-0101,Chinelo Feminino,Vestuário,70.0,TextilBrasil Distribuidora,0.92,166,False,2024-12-30,Medio,Estoque Normal
PROD-0130,Edredom Casal,Casa,374.0,Casa & Cia Distribuidora,13.89,75,True,2018-11-30,Alto,Estoque Normal
PROD-0139,Almofada Decorativa,Casa,114.0,Utilidades do Lar Ltda,6.28,193,True,2018-02-06,Medio,Estoque Normal
PROD-0165,Purificador de Ar,Casa,485.0,Casa & Cia Distribuidora,9.38,329,True,2020-08-19,Alto,Estoque Normal
PROD-0174,Espremedor de Frutas,Casa,162.0,Utilidades do Lar Ltda,8.89,69,True,2023-02-01,Medio,Estoque Normal
PROD-0191,Halteres Par 10kg,Esportes,239.0,SportsBrasil Atacado,8.21,295,True,2021-11-21,Alto,Estoque Normal
PROD-0193,Halteres Par 20kg,Esportes,264.0,SportsBrasil Atacado,1.43,451,True,2025-06-04,Alto,Estoque Normal
PROD-0194,Bola de Futebol Profissional,Esportes,129.0,SportsBrasil Atacado,7.81,138,True,2018-09-10,Medio,Estoque Normal
PROD-0196,Bola de Vôlei,Esportes,,Atlética Import Ltda,3.78,65,False,2024-07-02,Nao Informado,Estoque Normal
PROD-0213,Tapete de Yoga,Esportes,141.0,Esporte Total Ltda,4.64,187,True,2023-01-19,Medio,Estoque Normal
PROD-0225,Elíptico Doméstico,Esportes,,SportsBrasil Atacado,2.55,167,False,2018-10-11,Nao Informado,Estoque Normal
PROD-0234,Óculos de Ciclismo,Esportes,187.0,Atlética Import Ltda,5.84,280,True,2020-05-07,Medio,Estoque Normal
PROD-0267,Máscara Capilar 500g,Beleza,141.0,Beleza Total Atacado,1.17,131,True,2019-03-21,Medio,Estoque Normal
PROD-0278,Óleo Corporal,Beleza,44.0,Beauty Import Brasil,0.78,338,True,2026-01-12,Baixo,Estoque Normal
PROD-0295,Delineador Líquido,Beleza,44.0,Cosméticos do Brasil Ltda,1.41,474,True,2019-06-29,Baixo,Estoque Normal
PROD-0299,Escova Progressiva,Beleza,243.0,Beleza Total Atacado,1.23,355,False,2025-01-19,Alto,Estoque Normal
PROD-0326,Tapete Automotivo 4 Pecas,Automotivo,161.0,AutoPeças Brasil Ltda,12.8,131,True,2026-02-23,Medio,Estoque Normal
PROD-0327,Tapete Automotivo Personalizado,Automotivo,291.0,Peças & Cia Distribuidora,22.15,166,True,2019-01-04,Alto,Estoque Normal
PROD-0370,Amortecedor Traseiro Par,Automotivo,615.0,AutoPeças Brasil Ltda,16.44,362,False,2026-01-22,Alto,Estoque Normal
PROD-0378,Xadrez Magnetico,Brinquedos,128.0,Brinquedos do Brasil Ltda,5.27,282,False,2023-10-25,Medio,Estoque Normal
PROD-0394,Escorregador Infantil,Brinquedos,203.0,Fun Kids Distribuidora,1.02,254,True,2022-03-19,Alto,Estoque Normal
PROD-0418,Bamboleo,Brinquedos,,Brinquedos do Brasil Ltda,1.55,104,False,2022-03-31,Nao Informado,Estoque Normal
PROD-0423,Kit Magica Infantil,Brinquedos,95.0,Brinquedos do Brasil Ltda,6.22,218,True,2021-08-07,Medio,Estoque Normal
PROD-0459,Painel com Lareira,Móveis,,Decor Brasil Atacado,44.6,106,False,2023-02-24,Nao Informado,Estoque Normal
PROD-0466,Mesa Lateral,Móveis,274.0,MoveisPlus Distribuidora,11.15,340,False,2025-06-21,Alto,Estoque Normal
PROD-0502,Mesa Escritorio em L,Móveis,728.0,MoveisPlus Distribuidora,17.15,51,True,2025-09-05,Alto,Estoque Normal
PROD-0508,Kit Yoga Completo,Esportes,184.0,Esporte Total Ltda,6.28,274,False,2019-09-08,Medio,Estoque Normal
PROD-0517,Monitor Gamer 144Hz,Eletrônicos,1233.0,Global Electronics Ltda,3.66,0,True,2025-11-11,Alto,Sem Estoque
PROD-0002,Smartphone 64GB,Eletrônicos,1906.0,Global Electronics Ltda,4.46,407,True,2018-07-23,Alto,Estoque Normal
PROD-0007,Smart TV 50 Polegadas,Eletrônicos,2319.0,Shenzhen Connect Brasil,1.63,459,True,2018-09-16,Alto,Estoque Normal
PROD-0008,Smart TV 43 Polegadas,Eletrônicos,1486.0,TechBrasil Distribuidora,1.95,0,False,2024-10-27,Alto,Sem Estoque
PROD-0028,Carregador Turbo,Eletrônicos,163.0,Shenzhen Connect Brasil,2.48,388,True,2023-10-28,Medio,Estoque Normal
PROD-0038,Impressora Multifuncional,Eletrônicos,1176.0,TechBrasil Distribuidora,0.68,0,False,2025-03-19,Alto,Sem Estoque
PROD-0041,Console de Videogame,Eletrônicos,4154.0,TechBrasil Distribuidora,4.74,247,True,2020-10-31,Alto,Estoque Normal
PROD-0070,Calça Social Masculina,Vestuário,164.0,Moda Brasil Atacado,1.66,78,True,2020-10-22,Medio,Estoque Normal
PROD-0078,Tênis Casual Masculino,Vestuário,452.0,Confecções do Sul,1.14,302,True,2021-09-17,Alto,Estoque Normal
PROD-0108,Camisa Social Masculina,Vestuário,298.0,TextilBrasil Distribuidora,1.52,231,True,2022-09-29,Alto,Estoque Normal
PROD-0136,Jogo de Toalhas 4 Peças,Casa,258.0,Decor Import,12.35,204,False,2020-10-31,Alto,Estoque Normal
PROD-0184,Porta Papel Higiênico,Casa,35.0,HomeBrasil Atacado,11.02,175,True,2025-12-04,Baixo,Estoque Normal
PROD-0185,Escova Sanitária,Casa,38.0,Casa & Cia Distribuidora,5.99,0,True,2022-09-14,Baixo,Sem Estoque
PROD-0204,Barraca de Camping 4 Pessoas,Esportes,439.0,SportsBrasil Atacado,14.76,134,True,2020-04-17,Alto,Estoque Normal
PROD-0208,Mochila de Trilha 20L,Esportes,231.0,SportsBrasil Atacado,4.92,197,False,2023-08-19,Alto,Estoque Normal
PROD-0211,Luvas de Boxe,Esportes,169.0,SportsBrasil Atacado,0.83,329,True,2021-12-16,Medio,Estoque Normal
PROD-0235,Camiseta Esportiva Masculina,Esportes,62.0,Esporte Total Ltda,7.99,492,True,2020-05-16,Medio,Estoque Normal
PROD-0237,Bota para Caminhada,Esportes,333.0,Fitness Distribuidora,0.49,300,True,2023-01-03,Alto,Estoque Normal
PROD-0257,Modelador de Cachos,Beleza,120.0,Beauty Import Brasil,0.21,127,True,2024-07-26,Medio,Estoque Normal
PROD-0260,Kit Skincare Facial,Beleza,,Beauty Import Brasil,0.3,195,False,2020-05-14,Nao Informado,Estoque Normal
PROD-0262,Protetor Solar FPS 30,Beleza,39.0,Perfumes & Cia,1.4,388,False,2020-10-20,Baixo,Estoque Normal
PROD-0271,Base Líquida,Beleza,,Beleza Total Atacado,0.25,433,False,2018-01-20,Nao Informado,Estoque Normal
PROD-0281,Removedor de Maquiagem,Beleza,46.0,Perfumes & Cia,0.83,466,False,2020-02-03,Baixo,Estoque Normal
PROD-0315,Pneu Aro 17,Automotivo,556.0,AutoPeças Brasil Ltda,22.27,169,False,2022-11-12,Alto,Estoque Normal
PROD-0321,Oleo de Motor 0W20 4L,Automotivo,,Peças & Cia Distribuidora,1.27,450,False,2023-12-24,Nao Informado,Estoque Normal
PROD-0334,Chave de Roda,Automotivo,38.0,AutoPeças Brasil Ltda,11.98,227,True,2024-12-26,Baixo,Estoque Normal
PROD-0344,Retrovisor com Monitor,Automotivo,276.0,Peças & Cia Distribuidora,12.77,461,True,2023-01-08,Alto,Estoque Normal
PROD-0376,Jogo de Tabuleiro Familia,Brinquedos,160.0,Brinquedos do Brasil Ltda,1.13,337,True,2018-06-22,Medio,Estoque Normal
PROD-0388,Pista de Corrida Eletrica,Brinquedos,546.0,Brinquedos do Brasil Ltda,4.35,75,True,2018-09-01,Alto,Estoque Normal
PROD-0411,Teclado Musical Infantil,Brinquedos,84.0,Fun Kids Distribuidora,7.49,417,False,2019-05-14,Medio,Estoque Normal
PROD-0415,Kit Medico Infantil,Brinquedos,112.0,Fun Kids Distribuidora,7.87,327,True,2024-06-17,Medio,Estoque Normal
PROD-0434,Sofa 2 Lugares,Móveis,703.0,Interiores Import Ltda,60.88,233,True,2022-08-06,Alto,Estoque Normal
PROD-0441,Cadeira de Escritorio Ergonomica,Móveis,820.0,MoveisPlus Distribuidora,7.33,191,False,2026-01-25,Alto,Estoque Normal
PROD-0442,Cadeira de Escritorio Basica,Móveis,538.0,Decor Brasil Atacado,,82,False,2024-07-05,Alto,Estoque Normal
PROD-0445,Estante de Livros 3 Prateleiras,Móveis,513.0,Decor Brasil Atacado,49.55,400,False,2025-01-09,Alto,Estoque Normal
PROD-0452,Cama Box Solteiro,Móveis,703.0,Interiores Import Ltda,59.6,0,True,2023-01-02,Alto,Sem Estoque
PROD-0467,Criado Mudo,Móveis,464.0,MoveisPlus Distribuidora,17.6,481,True,2024-11-09,Alto,Estoque Normal
PROD-0488,Mesa Dobravek,Móveis,310.0,MoveisPlus Distribuidora,41.38,53,False,2024-05-11,Alto,Estoque Normal
PROD-0489,Cadeira Dobravek,Móveis,298.0,Decor Brasil Atacado,41.9,386,True,2023-04-11,Alto,Estoque Normal
PROD-0493,Sofa Modular,Móveis,4560.0,MoveisPlus Distribuidora,59.38,207,False,2020-02-10,Alto,Estoque Normal
PROD-0515,Difusor de Aromas,Casa,166.0,Utilidades do Lar Ltda,8.25,339,False,2020-06-09,Medio,Estoque Normal
PROD-0012,Tablet 8 Polegadas,Eletrônicos,583.0,TechBrasil Distribuidora,2.84,348,False,2022-10-11,Alto,Estoque Normal
PROD-0017,Caixa de Som Portátil,Eletrônicos,110.0,Shenzhen Connect Brasil,2.29,422,True,2025-05-03,Medio,Estoque Normal
PROD-0025,Mouse Gamer,Eletrônicos,254.0,Shenzhen Connect Brasil,3.13,29,True,2025-06-27,Alto,Estoque Normal
PROD-0046,Adaptador HDMI,Eletrônicos,112.0,Shenzhen Connect Brasil,4.49,66,True,2021-11-19,Medio,Estoque Normal
PROD-0056,Nobreak 1000VA,Eletrônicos,518.0,Shenzhen Connect Brasil,0.47,275,False,2025-07-02,Alto,Estoque Normal
PROD-0058,Suporte para Monitor,Eletrônicos,124.0,Shenzhen Connect Brasil,4.99,176,True,2023-08-16,Medio,Estoque Normal
PROD-0086,Legging Feminina,Vestuário,73.0,Confecções do Sul,1.73,3,True,2021-09-21,Medio,Estoque Baixo
PROD-0095,Cinto de Couro,Vestuário,51.0,Moda Brasil Atacado,1.83,224,True,2024-10-08,Medio,Estoque Normal
PROD-0119,Roupão de Banho,Vestuário,193.0,Confecções do Sul,1.07,156,False,2019-03-15,Medio,Estoque Normal
PROD-0156,Liquidificador 700W,Casa,161.0,Utilidades do Lar Ltda,4.61,107,False,2022-04-03,Medio,Estoque Normal
PROD-0170,Fruteira 3 Andares,Casa,69.0,Utilidades do Lar Ltda,8.03,168,True,2019-03-22,Medio,Estoque Normal
PROD-0178,Kit Organização Cozinha,Casa,181.0,Casa & Cia Distribuidora,12.53,0,True,2020-02-03,Medio,Sem Estoque
PROD-0179,Suporte para Livros,Casa,62.0,Decor Import,5.39,56,False,2023-11-18,Medio,Estoque Normal
PROD-0187,Espelho de Banheiro,Casa,95.0,Decor Import,8.21,17,False,2026-03-18,Medio,Estoque Normal
PROD-0230,Cotoveleira Esportiva Par,Esportes,111.0,Fitness Distribuidora,14.5,75,True,2019-09-27,Medio,Estoque Normal
PROD-0232,Meias de Compressão Par,Esportes,148.0,Atlética Import Ltda,4.62,496,True,2025-03-13,Medio,Estoque Normal
PROD-0259,Aparador de Pelos,Beleza,104.0,Perfumes & Cia,0.31,487,True,2023-04-18,Medio,Estoque Normal
PROD-0283,Esfoliante Corporal,Beleza,48.0,Beauty Import Brasil,1.22,1,True,2023-07-18,Baixo,Estoque Baixo
PROD-0287,Pincel de Maquiagem Kit,Beleza,111.0,Perfumes & Cia,0.97,442,False,2025-06-28,Medio,Estoque Normal
PROD-0288,Esmalte Kit 6 Cores,Beleza,,Cosméticos do Brasil Ltda,0.84,50,False,2020-12-09,Nao Informado,Estoque Normal
PROD-0293,Blush em Pó,Beleza,42.0,Beauty Import Brasil,1.39,60,True,2018-01-30,Baixo,Estoque Normal
PROD-0357,Pretinho para Pneu,Automotivo,59.0,Automotivo Import,11.11,349,True,2018-08-02,Medio,Estoque Normal
PROD-0364,Desembacador de Para-brisa,Automotivo,47.0,Peças & Cia Distribuidora,0.65,160,False,2019-04-11,Baixo,Estoque Normal
PROD-0385,Pelucia 60cm,Brinquedos,291.0,Brinquedos do Brasil Ltda,4.19,87,True,2024-06-06,Alto,Estoque Normal
PROD-0391,Patinete Infantil,Brinquedos,334.0,Brinquedos do Brasil Ltda,3.52,426,True,2022-01-20,Alto,Estoque Normal
PROD-0404,Piscina de Bolinhas,Brinquedos,154.0,Brinquedos do Brasil Ltda,3.31,0,True,2018-07-28,Medio,Sem Estoque
PROD-0409,Kit de Pintura Infantil,Brinquedos,165.0,Fun Kids Distribuidora,4.24,32,True,2023-06-07,Medio,Estoque Normal
PROD-0427,Cozinha Infantil,Brinquedos,256.0,Brinquedos do Brasil Ltda,1.96,172,False,2019-05-05,Alto,Estoque Normal
PROD-0473,Sapateira com Tampa,Móveis,449.0,MoveisPlus Distribuidora,45.65,388,True,2024-03-16,Alto,Estoque Normal
PROD-0476,Cadeira de Jardim,Móveis,397.0,MoveisPlus Distribuidora,,50,True,2019-08-07,Alto,Estoque Normal
PROD-0498,Mochila de Hidratacao,Esportes,300.0,Atlética Import Ltda,6.08,109,True,2020-04-09,Alto,Estoque Normal
PROD-7777,teste de teste,Outros,100.0,testando,,100,True,,Medio,Estoque Normal
